Country Name,Country Code,Series Name,Series Code,2016 [YR2016],2017 [YR2017],2018 [YR2018]
"France,FRA,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,6.1778989706624,6.11021422965837,6.18840249891611"
"French Polynesia,PYF,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,..,..,.."
French Polynesia,PYF,Rural population (% of total population),SP.RUR.TOTL.ZS,38.266,38.216,38.166
French Polynesia,PYF,Urban population (% of total population),SP.URB.TOTL.IN.ZS,61.734,61.784,61.834
French Polynesia,PYF,Population density (people per sq. km of land area),EN.POP.DNST,75.0204918032787,75.4379781420765,75.8685792349727
French Polynesia,PYF,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..,..,..
"French Polynesia,PYF,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,12.0740405782992,..,.."
"Gabon,GAB,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,6311770904.68564,6771268866.43511,8221852012.56719"
Gabon,GAB,Rural population (% of total population),SP.RUR.TOTL.ZS,11.441,11.024,10.63
Gabon,GAB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,88.559,88.976,89.37
Gabon,GAB,Population density (people per sq. km of land area),EN.POP.DNST,7.79242053789731,8.01343967089688,8.22476423332169
Gabon,GAB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,4990.10447671895,4970.14933416152,5202.12800471638
"Gabon,GAB,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,..,..,.."
"Gambia,GMB,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,307178727.845303,269277903.770852,254176383.607504"
Gambia,GMB,Rural population (% of total population),SP.RUR.TOTL.ZS,40.082,39.401,38.73
Gambia,GMB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,59.918,60.599,61.27
Gambia,GMB,Population density (people per sq. km of land area),EN.POP.DNST,212.365513833992,218.764229249012,225.30652173913
Gambia,GMB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,531.494470756205,529.008189940837,585.383065120837
"Gambia,GMB,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,17.2457239070435,8.30128785750296,1.67432277078687"
"Georgia,GEO,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,2915620906.74779,3283403068.34031,3505465451.24502"
Georgia,GEO,Rural population (% of total population),SP.RUR.TOTL.ZS,42.163,41.769,41.368
Georgia,GEO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,57.837,58.231,58.632
Georgia,GEO,Population density (people per sq. km of land area),EN.POP.DNST,65.2140557752196,65.2227859617201,65.2752020714511
Georgia,GEO,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,3440.52729271631,3659.73918854315,4000.01444110897
"Georgia,GEO,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,8.32227915006884,9.12796296054006,8.91481277731131"
"Germany,DEU,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,953251675024.867,1003490633205.27,1084084956175.99"
Germany,DEU,Rural population (% of total population),SP.RUR.TOTL.ZS,22.776,22.739,22.688
Germany,DEU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,77.224,77.261,77.312
Germany,DEU,Population density (people per sq. km of land area),EN.POP.DNST,235.712929356538,236.595494618731,237.30759674834
Germany,DEU,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,35641.2249547576,37448.0570402536,40265.277396313
"Germany,DEU,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,6.51443544569092,6.59994732287,6.38584147088565"
"Ghana,GHA,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,15527408946.7492,18161884889.4405,20668298074.3829"
Ghana,GHA,Rural population (% of total population),SP.RUR.TOTL.ZS,45.251,44.593,43.94
Ghana,GHA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,54.749,55.407,56.06
Ghana,GHA,Population density (people per sq. km of land area),EN.POP.DNST,125.173358530368,127.983963259207,130.821429199262
Ghana,GHA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,1276.56174360159,1335.14910586386,1461.77564042968
"Ghana,GHA,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,7.64980670523068,7.14648301275112,5.72353595699859"
"Gibraltar,GIB,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,..,..,.."
Gibraltar,GIB,Rural population (% of total population),SP.RUR.TOTL.ZS,0,0,0
Gibraltar,GIB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100,100,100
Gibraltar,GIB,Population density (people per sq. km of land area),EN.POP.DNST,3373.7,3372.8,3371.8
Gibraltar,GIB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..,..,..
"Gibraltar,GIB,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,..,..,.."
"Greece,GRC,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,29004174273.0154,30540471220.3674,33292163049.0519"
Greece,GRC,Rural population (% of total population),SP.RUR.TOTL.ZS,21.613,21.276,20.942
Greece,GRC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,78.387,78.724,79.058
Greece,GRC,Population density (people per sq. km of land area),EN.POP.DNST,83.5994647013189,83.4342823894492,83.2562141194725
Greece,GRC,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,15030.4453187877,15821.9750509602,17146.7081040374
"Greece,GRC,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,5.50154873451996,4.60696749784221,4.55695193033916"
"Greenland,GRL,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,478824071.185585,..,.."
Greenland,GRL,Rural population (% of total population),SP.RUR.TOTL.ZS,13.674,13.426,13.184
Greenland,GRL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,86.326,86.574,86.816
Greenland,GRL,Population density (people per sq. km of land area),EN.POP.DNST,0.136888780606651,0.136852235351444,0.136496528200755
Greenland,GRL,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..,..,..
"Greenland,GRL,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,..,..,.."
"Grenada,GRD,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,129043111.111111,143140740.740741,157585185.185185"
Grenada,GRD,Rural population (% of total population),SP.RUR.TOTL.ZS,63.928,63.836,63.728
Grenada,GRD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,36.072,36.164,36.272
Grenada,GRD,Population density (people per sq. km of land area),EN.POP.DNST,324.297058823529,326.1,327.805882352941
Grenada,GRD,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..,..,..
"Grenada,GRD,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,7.5658474171093,6.34699120364703,6.35955589379954"
"Guam,GUM,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,..,..,.."
Guam,GUM,Rural population (% of total population),SP.RUR.TOTL.ZS,5.383,5.301,5.22
Guam,GUM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,94.617,94.699,94.78
Guam,GUM,Population density (people per sq. km of land area),EN.POP.DNST,301.761111111111,304.224074074074,306.977777777778
Guam,GUM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..,..,..
"Guam,GUM,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,..,..,.."
"Guatemala,GTM,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,17870034868.8799,19108548020.5229,19271677838.0679"
Guatemala,GTM,Rural population (% of total population),SP.RUR.TOTL.ZS,49.681,49.32,48.946
Guatemala,GTM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,50.319,50.68,51.054
Guatemala,GTM,Population density (people per sq. km of land area),EN.POP.DNST,154.750466592012,157.847480403136,160.953779395297
Guatemala,GTM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,3451.80182658151,3753.57075990647,3823.92639915634
"Guatemala,GTM,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,5.41804425920262,5.11123282777059,5.27938423922177"
"Guinea,GIN,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,2590084802.51958,3268168892.36784,2706176351.14124"
Guinea,GIN,Rural population (% of total population),SP.RUR.TOTL.ZS,64.54,64.207,63.86
Guinea,GIN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,35.46,35.793,36.14
Guinea,GIN,Population density (people per sq. km of land area),EN.POP.DNST,47.7716140322318,49.1109352108091,50.5222122741332
Guinea,GIN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,537.396125864576,638.632478444921,659.480761418659
"Guinea,GIN,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,0.317231625201623,2.41748703991094,9.93625035529261"
"Guinea-Bissau,GNB,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,147906892.349887,169704374.512322,184267754.582626"
Guinea-Bissau,GNB,Rural population (% of total population),SP.RUR.TOTL.ZS,57.467,57.055,56.64
Guinea-Bissau,GNB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,42.533,42.945,43.36
Guinea-Bissau,GNB,Population density (people per sq. km of land area),EN.POP.DNST,63.3868065433855,65.0123044096728,66.6539473684211
Guinea-Bissau,GNB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,562.43429325409,624.795631800535,696.212754968428
"Guinea-Bissau,GNB,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,15.0911933374851,14.1424171704957,16.2559757349751"
"Guyana,GUY,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,1274166822.27603,1212715197.09443,1365237702.60167"
Guyana,GUY,Rural population (% of total population),SP.RUR.TOTL.ZS,73.518,73.462,73.394
Guyana,GUY,Urban population (% of total population),SP.URB.TOTL.IN.ZS,26.482,26.538,26.606
Guyana,GUY,Population density (people per sq. km of land area),EN.POP.DNST,3.91854711709423,3.93813055626111,3.95734823469647
Guyana,GUY,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,3722.78559948184,3760.24762355313,4047.60919541893
"Guyana,GUY,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,5.33165659289248,4.24011877647375,2.63362399948619"
"Haiti,HTI,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,4881667301.60834,5157212937.43049,6394430057.75398"
Haiti,HTI,Rural population (% of total population),SP.RUR.TOTL.ZS,46.604,45.654,44.722
Haiti,HTI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,53.396,54.346,55.278
Haiti,HTI,Population density (people per sq. km of land area),EN.POP.DNST,393.322568940493,398.489332365747,403.59854862119
Haiti,HTI,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,682.193684839576,710.358480242718,805.299934403318
"Haiti,HTI,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,11.9862152565648,10.3701419527089,10.5625286767651"
"Heavily indebted poor countries (HIPC),HPC,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,152417250415.956,170711955179.833,191402845931.197"
Heavily indebted poor countries (HIPC),HPC,Rural population (% of total population),SP.RUR.TOTL.ZS,64.9109196002062,64.4556077119924,63.9915347372492
Heavily indebted poor countries (HIPC),HPC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,35.0890803997939,35.5443922880076,36.0084652627508
Heavily indebted poor countries (HIPC),HPC,Population density (people per sq. km of land area),EN.POP.DNST,42.4878378477195,43.6800362578349,44.8957816454125
Heavily indebted poor countries (HIPC),HPC,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,724.01818184992,780.578535981819,715.579185021911
"Heavily indebted poor countries (HIPC),HPC,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,5.03286218156805,4.83164668428493,4.84193068449464"
"High income,HIC,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,10972455249023.4,11588123095124.3,.."
High income,HIC,Rural population (% of total population),SP.RUR.TOTL.ZS,19.0233635191702,18.8456989625456,18.6658524030015
High income,HIC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,80.9766364808298,81.1543010374544,81.3341475969985
High income,HIC,Population density (people per sq. km of land area),EN.POP.DNST,34.0889261183893,34.262385930174,34.4226507872122
High income,HIC,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,33945.3933606497,35269.654782804,37115.0002935104
"High income,HIC,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,6.02484237100183,5.96988455689109,5.8504321685891"
"Honduras,HND,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,5609205167.50602,6140106696.86764,6448137658.08884"
Honduras,HND,Rural population (% of total population),SP.RUR.TOTL.ZS,44.187,43.543,42.904
Honduras,HND,Urban population (% of total population),SP.URB.TOTL.IN.ZS,55.813,56.457,57.096
Honduras,HND,Population density (people per sq. km of land area),EN.POP.DNST,82.8563321118956,84.2703816248101,85.6870319063366
Honduras,HND,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,2007.20579870698,2136.21253119511,2141.26952788291
"Honduras,HND,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,4.86515425879634,4.76351503479038,4.37791871397298"
"Hong Kong,HKG,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,23986447315.8729,24635708053.1746,23425910569.6243"
Hong Kong,HKG,Rural population (% of total population),SP.RUR.TOTL.ZS,0,0,0
Hong Kong,HKG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100,100,100
Hong Kong,HKG,Population density (people per sq. km of land area),EN.POP.DNST,6987.2380952381,7039.71428571429,7096.19047619048
Hong Kong,HKG,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..,..,..
"Hong Kong,HKG,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,4.07283270577509,3.95990371867227,3.88507395387148"
"Hungary,HUN,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,32707242738.9086,36229461921.5353,40091836646.5795"
Hungary,HUN,Rural population (% of total population),SP.RUR.TOTL.ZS,29.221,28.938,28.649
Hungary,HUN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,70.779,71.062,71.351
Hungary,HUN,Population density (people per sq. km of land area),EN.POP.DNST,108.406307301447,108.118480061858,107.981486799956
Hungary,HUN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,10487.1204336933,11504.4158423049,12895.7031743981
"Hungary,HUN,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,2.73846393787341,2.69165462045132,2.57859219349514"
"IBRD only,IBD,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,8776866700160.44,9745932179031.59,10593916530192.2"
IBRD only,IBD,Rural population (% of total population),SP.RUR.TOTL.ZS,46.2176352585734,45.5980168838342,44.9875868398756
IBRD only,IBD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,53.7823647414266,54.4019831161658,55.0124131601244
IBRD only,IBD,Population density (people per sq. km of land area),EN.POP.DNST,67.5665466583516,68.192583963153,68.7855468167697
IBRD only,IBD,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,4433.9676917671,4805.94135907876,5072.81542981412
"IBRD only,IBD,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,8.22887740386894,7.81978973713387,7.52847300307596"
"Iceland,ISL,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,4062926293.56044,..,.."
Iceland,ISL,Rural population (% of total population),SP.RUR.TOTL.ZS,6.265,6.227,6.187
Iceland,ISL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,93.735,93.773,93.813
Iceland,ISL,Population density (people per sq. km of land area),EN.POP.DNST,3.34602493765586,3.42543640897756,3.51841396508728
Iceland,ISL,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,50300.133144668,58219.6677080504,58011.3999110473
"Iceland,ISL,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,14.8253203827406,16.1417845403568,15.9619688394254"
"IDA & IBRD total,IBT,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,9237070534234.15,10248735570549.4,11153488896107"
IDA & IBRD total,IBT,Rural population (% of total population),SP.RUR.TOTL.ZS,50.6495806494801,50.1094611714139,49.5768213570841
IDA & IBRD total,IBT,Urban population (% of total population),SP.URB.TOTL.IN.ZS,49.3504193505199,49.890538828586,50.423178642916
IDA & IBRD total,IBT,Population density (people per sq. km of land area),EN.POP.DNST,67.0169871881754,67.8618225290491,68.6992618808408
IDA & IBRD total,IBT,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,3606.98639638147,3882.33104948149,4070.3772649042
"IDA & IBRD total,IBT,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,8.01652023881644,7.68646226551652,7.47872238192322"
"IDA blend,IDB,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,188627763065.264,202046896228.532,232878872978.738"
IDA blend,IDB,Rural population (% of total population),SP.RUR.TOTL.ZS,58.5417841384232,58.0854177244366,57.6199511298504
IDA blend,IDB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,41.4582158615768,41.9145822755634,42.3800488701496
IDA blend,IDB,Population density (people per sq. km of land area),EN.POP.DNST,89.0975986514032,91.1263031790753,93.1846111870406
IDA blend,IDB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,1588.09811599468,1511.3524206773,1531.35145456441
"IDA blend,IDB,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,7.42162372925669,8.94317441557782,11.110301777568"
"IDA only,IDX,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,277281479127.502,307230137703.866,333574605971.311"
IDA only,IDX,Rural population (% of total population),SP.RUR.TOTL.ZS,66.6725661579319,66.183499305335,65.68401692391
IDA only,IDX,Urban population (% of total population),SP.URB.TOTL.IN.ZS,33.3274338420681,33.8165006946649,34.31598307609
IDA only,IDX,Population density (people per sq. km of land area),EN.POP.DNST,57.5957586155288,58.8920637547639,60.262576382664
IDA only,IDX,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,919.133086094329,997.884289093574,974.136109355002
"IDA only,IDX,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,4.35203422249339,4.28381240577294,4.15894666026636"
"IDA total,IDA,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,461584360089.203,504082371769.553,561835365138.037"
IDA total,IDA,Rural population (% of total population),SP.RUR.TOTL.ZS,63.9171968124152,63.4387909913538,62.9509982082788
IDA total,IDA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,36.0828031875848,36.5612090086462,37.0490017917212
IDA total,IDA,Population density (people per sq. km of land area),EN.POP.DNST,65.4257792055992,66.904127751984,68.4493167955463
IDA total,IDA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,1146.89678297543,1165.6969928361,1158.85700394589
"IDA total,IDA,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,5.4410682996124,5.98571605350787,6.77436972545172"
"India,IND,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,610220762180.94,702795941329.519,727162752510.265"
India,IND,Rural population (% of total population),SP.RUR.TOTL.ZS,66.818,66.4,65.97
India,IND,Urban population (% of total population),SP.URB.TOTL.IN.ZS,33.182,33.6,34.03
India,IND,Population density (people per sq. km of land area),EN.POP.DNST,445.484341397623,450.243285831043,454.938072575247
India,IND,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,1516.41113773982,1730.39220822371,1739.89593825234
"India,IND,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,4.06429747250986,3.89165109332806,4.0111352655606"
"Indonesia,IDN,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,366306491662.047,399942159060.804,414059860958.312"
Indonesia,IDN,Rural population (% of total population),SP.RUR.TOTL.ZS,46.011,45.341,44.675
Indonesia,IDN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,53.989,54.659,55.325
Indonesia,IDN,Population density (people per sq. km of land area),EN.POP.DNST,144.379861666952,146.086480787383,147.75219008926
Indonesia,IDN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,2806.76239515911,3003.88812312541,2989.67878497312
"Indonesia,IDN,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,6.22465661949089,5.98822379714594,5.31866223308219"
"Iran,IRN,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,141866004014.145,158496343008.638,.."
Iran,IRN,Rural population (% of total population),SP.RUR.TOTL.ZS,26.12,25.606,25.102
Iran,IRN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,73.88,74.394,74.898
Iran,IRN,Population density (people per sq. km of land area),EN.POP.DNST,48.8494412927626,49.5309014219406,50.222420123284
Iran,IRN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,4200.15988190478,4442.08984088502,..
"Iran,IRN,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,..,..,.."
"Iraq,IRQ,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,77996023311.1375,99691255436.3054,125791913878.096"
Iraq,IRQ,Rural population (% of total population),SP.RUR.TOTL.ZS,29.906,29.722,29.527
Iraq,IRQ,Urban population (% of total population),SP.URB.TOTL.IN.ZS,70.094,70.278,70.473
Iraq,IRQ,Population density (people per sq. km of land area),EN.POP.DNST,84.3314214728393,86.5016316022141,88.5305700354617
Iraq,IRQ,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,3848.23725101471,4026.44994991106,4320.85499158731
"Iraq,IRQ,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,17.3338628469153,16.7023015453705,13.8107461846825"
"Ireland,IRL,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,111089084035.587,119717955759.699,140742073368.667"
Ireland,IRL,Rural population (% of total population),SP.RUR.TOTL.ZS,37.263,37.053,36.83
Ireland,IRL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,62.737,62.947,63.17
Ireland,IRL,Population density (people per sq. km of land area),EN.POP.DNST,69.027943097692,69.7835389751778,70.6533459137756
Ireland,IRL,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,36997.7351343226,37949.9911313279,43843.2414274165
"Ireland,IRL,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,2.18918577956974,1.99649466417209,2.17136602578505"
"Isle of Man,IMN,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,541367809.883878,518719433.719434,.."
Isle of Man,IMN,Rural population (% of total population),SP.RUR.TOTL.ZS,47.657,47.542,47.412
Isle of Man,IMN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,52.343,52.458,52.588
Isle of Man,IMN,Population density (people per sq. km of land area),EN.POP.DNST,146.117543859649,146.663157894737,147.50350877193
Isle of Man,IMN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..,..,..
"Isle of Man,IMN,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,..,..,.."
"Israel,ISR,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,61453342249.8416,68540205672.9709,71952975072.1788"
Israel,ISR,Rural population (% of total population),SP.RUR.TOTL.ZS,7.744,7.664,7.58199999999999
Israel,ISR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,92.256,92.336,92.418
Israel,ISR,Population density (people per sq. km of land area),EN.POP.DNST,394.916820702403,402.647874306839,410.480591497227
Israel,ISR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,32090.4271879897,34854.8932838904,36155.146565079
"Israel,ISR,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,9.16105491611665,9.23963510382635,9.10212839733564"
"Italy,ITA,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,398142714670.889,416082908539.578,446013312872.314"
Italy,ITA,Rural population (% of total population),SP.RUR.TOTL.ZS,30.145,29.856,29.562
Italy,ITA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,69.855,70.144,70.438
Italy,ITA,Population density (people per sq. km of land area),EN.POP.DNST,206.117828245053,205.809169103148,205.418372203713
Italy,ITA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,25529.7157857888,26826.0330149351,28806.2030569871
"Italy,ITA,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,6.23942239543158,6.36828882646676,6.23855863932508"
"Jamaica,JAM,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,2689260162.27667,2877219853.94387,3182325029.19575"
Jamaica,JAM,Rural population (% of total population),SP.RUR.TOTL.ZS,44.902,44.622,44.326
Jamaica,JAM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,55.098,55.378,55.674
Jamaica,JAM,Population density (people per sq. km of land area),EN.POP.DNST,268.350692520776,269.700184672207,270.993074792244
Jamaica,JAM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,4252.26408467531,4531.25387757477,4690.18171389598
"Jamaica,JAM,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,6.61579238411342,6.29637432054172,6.32732336588992"
"Japan,JPN,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,1424063518237.91,1416389103410.79,.."
Japan,JPN,Rural population (% of total population),SP.RUR.TOTL.ZS,8.54300000000001,8.465,8.384
Japan,JPN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,91.457,91.535,91.616
Japan,JPN,Population density (people per sq. km of land area),EN.POP.DNST,348.350096006144,347.777586679833,347.073458415624
Japan,JPN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,31420.74078491,31199.3916589467,32018.1421572232
"Japan,JPN,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,3.36774222104776,3.07610645439463,3.03615914975781"
"Jordan,JOR,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,10861422535.2113,11255507042.2535,11647647887.3239"
Jordan,JOR,Rural population (% of total population),SP.RUR.TOTL.ZS,9.494,9.253,9.021
Jordan,JOR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,90.506,90.747,90.979
Jordan,JOR,Population density (people per sq. km of land area),EN.POP.DNST,107.585796350529,110.150630772697,112.14249831043
Jordan,JOR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,3730.77201169101,3798.15593659933,3863.04466677305
"Jordan,JOR,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,6.29545307128493,6.52091966724989,6.55918569395459"
"Kazakhstan,KAZ,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,43901318973.5796,53920350857.8195,60072084078.6549"
Kazakhstan,KAZ,Rural population (% of total population),SP.RUR.TOTL.ZS,42.736,42.664,42.572
Kazakhstan,KAZ,Urban population (% of total population),SP.URB.TOTL.IN.ZS,57.264,57.336,57.428
Kazakhstan,KAZ,Population density (people per sq. km of land area),EN.POP.DNST,6.59112308775049,6.68140015557284,6.76831870207801
Kazakhstan,KAZ,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,5703.25673672229,6543.50072415047,6371.06167824143
"Kazakhstan,KAZ,""International tourism, expenditures (% of total imports)"",ST.INT.XPND.MP.ZS,7.15089830497583,6.62881174478192,6.16982969184371"
"Kenya,KEN,""Industry (including construction), value added (current US$)"",NV.IND.TOTL.CD,12379026012.6655,13265998735.143,14407708641.5804"
